scan,hour,rank,code,name,pattern,score,signal_bar,lag_minutes,volume_ratio,above60,status,hit_1d,hit_3d,hit_5d,return_1d,return_3d,return_5d,hit,entry_price,target_price,hit_bar,sessions_to_hit,return_pct
2026-08-03 09:00:00+09:00,9,1,289930,웨이비스,rebound,78.87071598586424,2026-07-31 14:00:00+09:00,60,1.2410619223074395,False,NO_FILL,,,,,,,,,,,,
2026-08-03 09:00:00+09:00,9,2,032940,원익,rebound,78.21400812525619,2026-07-31 14:00:00+09:00,60,1.2889833458871538,False,NO_FILL,,,,,,,,,,,,
2026-08-03 09:00:00+09:00,9,3,071200,인피니트헬스케어,rebound,77.0181176887265,2026-07-31 14:00:00+09:00,60,1.2377259807856382,False,NO_FILL,,,,,,,,,,,,
2026-08-03 09:00:00+09:00,9,4,356860,티엘비,rebound,76.3157589266597,2026-07-31 14:00:00+09:00,60,1.087748524629333,False,NO_FILL,,,,,,,,,,,,
2026-08-03 09:00:00+09:00,9,5,036540,SFA반도체,rebound,76.2320133429549,2026-07-31 14:00:00+09:00,60,1.2278019503131612,False,NO_FILL,,,,,,,,,,,,
2026-08-03 10:00:00+09:00,10,1,289930,웨이비스,rebound,78.87071598586424,2026-07-31 14:00:00+09:00,60,1.2410619223074395,False,TARGET,False,True,True,0.4524886877828038,5.0,5.0,True,6630.0,6961.5,2026-08-04 14:00:00+09:00,2.0,5.0
2026-08-03 10:00:00+09:00,10,2,032940,원익,rebound,78.21400812525619,2026-07-31 14:00:00+09:00,60,1.2889833458871538,False,TARGET,True,True,True,5.0,5.0,5.0,True,5770.0,6058.5,2026-08-03 10:00:00+09:00,1.0,5.0
2026-08-03 10:00:00+09:00,10,3,071200,인피니트헬스케어,rebound,77.0181176887265,2026-07-31 14:00:00+09:00,60,1.2377259807856382,False,TARGET,True,True,True,5.0,5.0,5.0,True,8130.0,8536.5,2026-08-03 12:00:00+09:00,1.0,5.0
2026-08-03 10:00:00+09:00,10,4,356860,티엘비,rebound,76.3157589266597,2026-07-31 14:00:00+09:00,60,1.087748524629333,False,TARGET,False,False,True,-5.415162454873645,1.0830324909747224,5.0,True,27700.0,29085.0,2026-08-06 09:00:00+09:00,4.0,5.0
2026-08-03 10:00:00+09:00,10,5,036540,SFA반도체,rebound,76.2320133429549,2026-07-31 14:00:00+09:00,60,1.2278019503131612,False,TARGET,False,True,True,-1.4213197969543123,5.0,5.0,True,4925.0,5171.25,2026-08-05 09:00:00+09:00,3.0,5.0
