종목,코드,시장,구분,점수,이격ATR,돌파선,돌파봉종가,돌파봉대금_억,돌파봉대금배수,기준봉(KST),돌파봉(KST),_bar_time_full,_base,_match,_waiting,_current_amount,_current_ratio,_current_level,_current_close,_bar_time
삼성전자,005930,KOSPI,제외,42.0165082194283,4.46,274500.0,273750.0,6608.3,1.53,09-21 14:00,09-21 13:00,2026-09-21 14:00,True,False,False,5373.761825,0.8576102191719912,275000.0,273250.0,2026-09-21T14:00:00+09:00
SK하이닉스,000660,KOSPI,제외,40.844284639775736,3.7,1888000.0,1873000.0,5583.2,0.97,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,4577.89122,0.6462946359144937,1888000.0,1869000.0,2026-09-21T14:00:00+09:00
SK스퀘어,402340,KOSPI,제외,37.22222627715573,4.82,1135000.0,1133000.0,609.5,1.17,09-21 14:00,09-21 13:00,2026-09-21 14:00,True,False,False,531.86328,0.6907614505121747,1137000.0,1128000.0,2026-09-21T14:00:00+09:00
삼성전기,009150,KOSPI,제외,49.41967134136709,2.89,1443000.0,1426000.0,1019.3,1.31,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,1033.3312,1.0903633702699789,1443000.0,1432000.0,2026-09-21T14:00:00+09:00
LG에너지솔루션,373220,KOSPI,제외,36.654337466473706,-2.69,366000.0,352500.0,76.7,0.67,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,81.98432,0.3869389179864397,366000.0,352000.0,2026-09-21T14:00:00+09:00
현대차,005380,KOSPI,제외,57.78784630762003,-1.13,368000.0,359000.0,200.4,1.15,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,193.27124,0.760943123242604,368000.0,359000.0,2026-09-21T14:00:00+09:00
삼성바이오로직스,207940,KOSPI,제외,65.94009277874088,-0.59,1410000.0,1392000.0,91.4,1.38,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,77.00504,0.873673691299778,1410000.0,1393000.0,2026-09-21T14:00:00+09:00
KB금융,105560,KOSPI,제외,54.27835678971727,-0.2,178900.0,177400.0,95.1,0.58,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,104.855706,0.5101877762527418,178900.0,176900.0,2026-09-21T14:00:00+09:00
삼성물산,028260,KOSPI,제외,58.583819116332414,1.99,369000.0,366500.0,109.0,0.8,09-21 14:00,09-21 13:00,2026-09-21 14:00,True,False,False,104.50381,0.5162596214996558,369000.0,366500.0,2026-09-21T14:00:00+09:00
삼성생명,032830,KOSPI,제외,66.30413880569259,1.16,294000.0,291500.0,99.5,1.03,09-21 14:00,09-21 13:00,2026-09-21 14:00,True,False,False,105.396305,0.7964611326282176,294500.0,290500.0,2026-09-21T14:00:00+09:00
한화에어로스페이스,012450,KOSPI,제외,54.44348402778903,-0.94,1129000.0,1061000.0,128.0,1.02,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,100.96374,0.5500071798990718,1129000.0,1063000.0,2026-09-21T14:00:00+09:00
두산에너빌리티,034020,KOSPI,제외,55.7589454143217,-0.13,86900.0,85050.0,137.2,0.64,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,150.349574,0.4577381958803287,86900.0,85100.0,2026-09-21T14:00:00+09:00
신한지주,055550,KOSPI,제외,64.46494265903918,0.52,113900.0,113100.0,181.1,1.53,09-21 14:00,09-21 13:00,2026-09-21 14:00,True,False,False,113.251119,0.7724119191073028,114000.0,112900.0,2026-09-21T14:00:00+09:00
HD현대중공업,329180,KOSPI,제외,62.00105452076336,-1.19,461000.0,446500.0,275.2,2.05,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,179.97408,1.0629664436950632,461000.0,448500.0,2026-09-21T14:00:00+09:00
기아,000270,KOSPI,제외,66.66590084314011,-1.09,122400.0,119300.0,89.4,1.2,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,147.288596,1.0879041305721942,122400.0,119600.0,2026-09-21T14:00:00+09:00
삼성SDI,006400,KOSPI,제외,51.75170562761491,-1.62,546000.0,530000.0,164.7,0.8,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,148.983,0.45047888951116494,546000.0,530000.0,2026-09-21T14:00:00+09:00
셀트리온,068270,KOSPI,제외,57.821091666753794,0.72,181900.0,180600.0,42.4,0.56,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,39.952332,0.4220221813002556,181900.0,180600.0,2026-09-21T14:00:00+09:00
SK,034730,KOSPI,제외,56.86953176795182,2.32,580000.0,571000.0,39.2,0.52,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,62.853,0.5989556655785602,580000.0,574000.0,2026-09-21T14:00:00+09:00
하나금융지주,086790,KOSPI,제외,41.32186875520607,-1.0,136000.0,135300.0,46.1,0.51,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,40.4514,0.37287446270776275,136000.0,135000.0,2026-09-21T14:00:00+09:00
현대모비스,012330,KOSPI,제외,43.50901262050462,-2.61,383500.0,371500.0,103.3,0.84,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,87.09596,0.5673552427082106,382500.0,371000.0,2026-09-21T14:00:00+09:00
LG전자,066570,KOSPI,제외,68.1394008823661,1.43,202000.0,203500.0,208.9,1.88,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,137.4894,0.9285015251053584,203500.0,202500.0,2026-09-21T14:00:00+09:00
LS ELECTRIC,010120,KOSPI,제외,49.97345655176198,1.72,211500.0,208000.0,34.6,0.41,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,39.01456,0.29490441340222073,211500.0,208000.0,2026-09-21T14:00:00+09:00
NAVER,035420,KOSPI,제외,37.16380277672463,-1.67,198700.0,197400.0,149.1,1.13,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,150.307812,0.6571547922424351,198700.0,197200.0,2026-09-21T14:00:00+09:00
삼성화재,000810,KOSPI,제외,43.370413111816006,-1.49,660000.0,650000.0,24.8,0.53,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,27.6372,0.3414931149236428,659000.0,648000.0,2026-09-21T14:00:00+09:00
효성중공업,298040,KOSPI,제외,51.26663474483047,1.54,2967000.0,2893000.0,116.3,1.02,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,70.25742,0.42602611879773755,2967000.0,2902000.0,2026-09-21T14:00:00+09:00
우리금융지주,316140,KOSPI,제외,59.33179202152187,0.24,36650.0,36325.0,44.2,0.5,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,28.452303,0.23685516678691088,36650.0,36300.0,2026-09-21T14:00:00+09:00
HD현대일렉트릭,267260,KOSPI,제외,49.91647814328495,-0.13,734000.0,714000.0,33.0,0.45,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,28.89789,0.24795495161865486,733000.0,713000.0,2026-09-21T14:00:00+09:00
POSCO홀딩스,005490,KOSPI,제외,43.24068243622524,-2.94,327500.0,318250.0,72.2,1.13,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,67.10892,0.591139737693926,327500.0,316000.0,2026-09-21T14:00:00+09:00
한화오션,042660,KOSPI,제외,52.36216507061399,-1.24,83800.0,81900.0,58.0,0.96,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,32.68728,0.4676727001894425,83700.0,81800.0,2026-09-21T14:00:00+09:00
HD한국조선해양,009540,KOSPI,제외,49.64201592549163,-0.73,344750.0,335500.0,63.0,1.23,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,48.930465,0.7131693455385235,344750.0,336500.0,2026-09-21T14:00:00+09:00
SK이노베이션,096770,KOSPI,제외,57.942913078021675,0.82,145000.0,139900.0,59.2,0.42,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,102.379904,0.5528446456759563,145000.0,140800.0,2026-09-21T14:00:00+09:00
고려아연,010130,KOSPI,제외,54.75699361754813,-1.04,1138000.0,1122000.0,5.6,0.2,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,8.29179,0.21437856821894263,1137000.0,1119000.0,2026-09-21T14:00:00+09:00
두산,000150,KOSPI,제외,60.828253035938374,0.85,1478000.0,1433000.0,111.5,1.19,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,144.86197,1.005787748622025,1478000.0,1433000.0,2026-09-21T14:00:00+09:00
한미반도체,042700,KOSPI,제외,50.35120369396851,2.57,238500.0,236500.0,47.1,0.39,09-21 14:00,09-21 13:00,2026-09-21 14:00,False,False,False,109.62248,0.6475960578348917,238500.0,236500.0,2026-09-21T14:00:00+09:00
